Wavelength (nm),Spectral irradiance (W m-2 nm-1),Cumulative photon flux (cm-2 s-1)
3876,0.00666,4.27283E+17
3877,0.00662,4.27296E+17
3878,0.00658,4.27309E+17
3879,0.00654,4.27322E+17
3880,0.0065125,4.27334E+17
3881,0.00656,4.27347E+17
3882,0.00662,4.2736E+17
3883,0.00668,4.27373E+17
3884,0.00674,4.27386E+17
3885,0.006795,4.274E+17
3886,0.00682,4.27413E+17
3887,0.00684,4.27426E+17
3888,0.00686,4.2744E+17
3889,0.00688,4.27453E+17
3890,0.0069125,4.27467E+17
3891,0.00702,4.27481E+17
3892,0.00714,4.27495E+17
3893,0.00726,4.27509E+17
3894,0.00738,4.27523E+17
3895,0.007495,4.27538E+17
3896,0.00758,4.27553E+17
3897,0.00766,4.27568E+17
3898,0.00774,4.27583E+17
3899,0.00782,4.27598E+17
3900,0.00789,4.27614E+17
3901,0.0079,4.27629E+17
3902,0.0079,4.27645E+17
3903,0.0079,4.2766E+17
3904,0.0079,4.27676E+17
3905,0.00788,4.27691E+17
3906,0.00774,4.27707E+17
3907,0.00758,4.27721E+17
3908,0.00742,4.27736E+17
3909,0.00726,4.2775E+17
3910,0.0071175,4.27764E+17
3911,0.00708,4.27778E+17
3912,0.00706,4.27792E+17
3913,0.00704,4.27806E+17
3914,0.00702,4.2782E+17
3915,0.007,4.27834E+17
3916,0.00698,4.27847E+17
3917,0.00696,4.27861E+17
3918,0.00694,4.27875E+17
3919,0.00692,4.27888E+17
3920,0.0069,4.27902E+17
3921,0.00688,4.27916E+17
3922,0.00686,4.27929E+17
3923,0.00684,4.27943E+17
3924,0.00682,4.27956E+17
3925,0.0068075,4.27969E+17
3926,0.00684,4.27983E+17
3927,0.00688,4.27997E+17
3928,0.00692,4.2801E+17
3929,0.00696,4.28024E+17
3930,0.0070025,4.28038E+17
3931,0.00706,4.28052E+17
3932,0.00712,4.28066E+17
3933,0.00718,4.2808E+17
3934,0.00724,4.28094E+17
3935,0.007295,4.28109E+17
3936,0.00732,4.28123E+17
3937,0.00734,4.28138E+17
3938,0.00736,4.28153E+17
3939,0.00738,4.28167E+17
3940,0.0074,4.28182E+17
3941,0.00742,4.28197E+17
3942,0.00744,4.28211E+17
3943,0.00746,4.28226E+17
3944,0.00748,4.28241E+17
3945,0.0075,4.28256E+17
3946,0.00752,4.28271E+17
3947,0.00754,4.28286E+17
3948,0.00756,4.28301E+17
3949,0.00758,4.28316E+17
3950,0.0076,4.28331E+17
3951,0.00762,4.28346E+17
3952,0.00764,4.28361E+17
3953,0.00766,4.28376E+17
3954,0.00768,4.28392E+17
3955,0.0076975,4.28407E+17
3956,0.0077,4.28422E+17
3957,0.0077,4.28438E+17
3958,0.0077,4.28453E+17
3959,0.0077,4.28468E+17
3960,0.0077025,4.28484E+17
3961,0.00772,4.28499E+17
3962,0.00774,4.28515E+17
3963,0.00776,4.2853E+17
3964,0.00778,4.28546E+17
3965,0.007795,4.28561E+17
3966,0.00778,4.28577E+17
3967,0.00776,4.28592E+17
3968,0.00774,4.28608E+17
3969,0.00772,4.28623E+17
3970,0.0076975,4.28638E+17
3971,0.00766,4.28654E+17
3972,0.00762,4.28669E+17
3973,0.00758,4.28684E+17
3974,0.00754,4.28699E+17
3975,0.0075025,4.28714E+17
3976,0.00748,4.28729E+17
3977,0.00746,4.28744E+17
3978,0.00744,4.28759E+17
3979,0.00742,4.28774E+17
3980,0.0074025,4.28789E+17
3981,0.0074,4.28803E+17
3982,0.0074,4.28818E+17
3983,0.0074,4.28833E+17
3984,0.0074,4.28848E+17
3985,0.0074,4.28863E+17
3986,0.0074,4.28878E+17
3987,0.0074,4.28892E+17
3988,0.0074,4.28907E+17
3989,0.0074,4.28922E+17
3990,0.007395,4.28937E+17
3991,0.00736,4.28952E+17
3992,0.00732,4.28966E+17
3993,0.00728,4.28981E+17
3994,0.00724,4.28996E+17
3995,0.0072025,4.2901E+17
3996,0.00718,4.29024E+17
3997,0.00716,4.29039E+17
3998,0.00714,4.29053E+17
3999,0.00712,4.29068E+17
4000,0.0071,4.29075E+17
